,path,name,emotion,session
173,/home/rl3155/MESD_All/Happiness_C_B_carcajada.wav,Happiness_C_B_carcajada.wav,happy,2
174,/home/rl3155/MESD_All/Anger_M_A_gracias.wav,Anger_M_A_gracias.wav,angry,2
175,/home/rl3155/MESD_All/Disgust_F_B_cucaracha.wav,Disgust_F_B_cucaracha.wav,disgust,2
176,/home/rl3155/MESD_All/Fear_C_B_arana.wav,Fear_C_B_arana.wav,fear,2
177,/home/rl3155/MESD_All/Happiness_C_B_chistoso.wav,Happiness_C_B_chistoso.wav,happy,2
178,/home/rl3155/MESD_All/Happiness_M_B_confidente.wav,Happiness_M_B_confidente.wav,happy,2
179,/home/rl3155/MESD_All/Neutral_F_B_temporal.wav,Neutral_F_B_temporal.wav,neutral,2
180,/home/rl3155/MESD_All/Happiness_C_B_atractivo.wav,Happiness_C_B_atractivo.wav,happy,2
181,/home/rl3155/MESD_All/Happiness_F_A_abajo.wav,Happiness_F_A_abajo.wav,happy,2
182,/home/rl3155/MESD_All/Anger_M_A_adios.wav,Anger_M_A_adios.wav,angry,2
183,/home/rl3155/MESD_All/Sadness_C_A_ayer.wav,Sadness_C_A_ayer.wav,sad,2
184,/home/rl3155/MESD_All/Sadness_F_B_ofensa.wav,Sadness_F_B_ofensa.wav,sad,2
185,/home/rl3155/MESD_All/Sadness_M_B_danza.wav,Sadness_M_B_danza.wav,sad,2
186,/home/rl3155/MESD_All/Happiness_C_A_hola.wav,Happiness_C_A_hola.wav,happy,2
187,/home/rl3155/MESD_All/Sadness_F_A_arriba.wav,Sadness_F_A_arriba.wav,sad,2
188,/home/rl3155/MESD_All/Fear_C_A_delante.wav,Fear_C_A_delante.wav,fear,2
189,/home/rl3155/MESD_All/Fear_F_B_alarma.wav,Fear_F_B_alarma.wav,fear,2
190,/home/rl3155/MESD_All/Anger_M_B_furia.wav,Anger_M_B_furia.wav,angry,2
191,/home/rl3155/MESD_All/Sadness_M_A_basta_ya.wav,Sadness_M_A_basta_ya.wav,sad,2
192,/home/rl3155/MESD_All/Neutral_M_B_conciente.wav,Neutral_M_B_conciente.wav,neutral,2
193,/home/rl3155/MESD_All/Fear_C_A_arriba.wav,Fear_C_A_arriba.wav,fear,2
194,/home/rl3155/MESD_All/Fear_M_A_lento.wav,Fear_M_A_lento.wav,fear,2
195,/home/rl3155/MESD_All/Fear_F_B_amenazador.wav,Fear_F_B_amenazador.wav,fear,2
196,/home/rl3155/MESD_All/Happiness_C_A_pronto.wav,Happiness_C_A_pronto.wav,happy,2
197,/home/rl3155/MESD_All/Anger_F_B_monstruoso.wav,Anger_F_B_monstruoso.wav,angry,2
198,/home/rl3155/MESD_All/Happiness_F_A_antes.wav,Happiness_F_A_antes.wav,happy,2
199,/home/rl3155/MESD_All/Anger_M_A_rapido.wav,Anger_M_A_rapido.wav,angry,2
200,/home/rl3155/MESD_All/Disgust_C_B_humillacion.wav,Disgust_C_B_humillacion.wav,disgust,2
201,/home/rl3155/MESD_All/Happiness_C_B_delicioso.wav,Happiness_C_B_delicioso.wav,happy,2
202,/home/rl3155/MESD_All/Anger_C_A_lento.wav,Anger_C_A_lento.wav,angry,2
203,/home/rl3155/MESD_All/Sadness_C_B_conflicto.wav,Sadness_C_B_conflicto.wav,sad,2
204,/home/rl3155/MESD_All/Fear_M_A_ayer.wav,Fear_M_A_ayer.wav,fear,2
205,/home/rl3155/MESD_All/Neutral_F_B_bola.wav,Neutral_F_B_bola.wav,neutral,2
206,/home/rl3155/MESD_All/Neutral_M_A_arriba.wav,Neutral_M_A_arriba.wav,neutral,2
207,/home/rl3155/MESD_All/Fear_M_A_pronto.wav,Fear_M_A_pronto.wav,fear,2
208,/home/rl3155/MESD_All/Happiness_F_B_velas.wav,Happiness_F_B_velas.wav,happy,2
209,/home/rl3155/MESD_All/Disgust_C_A_tarde.wav,Disgust_C_A_tarde.wav,disgust,2
210,/home/rl3155/MESD_All/Neutral_M_B_colorado.wav,Neutral_M_B_colorado.wav,neutral,2
211,/home/rl3155/MESD_All/Anger_M_A_fuera.wav,Anger_M_A_fuera.wav,angry,2
212,/home/rl3155/MESD_All/Anger_C_A_de_nada.wav,Anger_C_A_de_nada.wav,angry,2
213,/home/rl3155/MESD_All/Anger_F_A_si.wav,Anger_F_A_si.wav,angry,2
214,/home/rl3155/MESD_All/Happiness_M_B_ducha.wav,Happiness_M_B_ducha.wav,happy,2
215,/home/rl3155/MESD_All/Disgust_C_B_delincuencia.wav,Disgust_C_B_delincuencia.wav,disgust,2
216,/home/rl3155/MESD_All/Neutral_C_B_temporal.wav,Neutral_C_B_temporal.wav,neutral,2
217,/home/rl3155/MESD_All/Neutral_C_A_de_nada.wav,Neutral_C_A_de_nada.wav,neutral,2
218,/home/rl3155/MESD_All/Anger_C_A_tarde.wav,Anger_C_A_tarde.wav,angry,2
219,/home/rl3155/MESD_All/Disgust_M_B_metralleta.wav,Disgust_M_B_metralleta.wav,disgust,2
220,/home/rl3155/MESD_All/Neutral_F_A_adios.wav,Neutral_F_A_adios.wav,neutral,2
221,/home/rl3155/MESD_All/Fear_M_B_huracan.wav,Fear_M_B_huracan.wav,fear,2
222,/home/rl3155/MESD_All/Sadness_F_A_hola.wav,Sadness_F_A_hola.wav,sad,2
223,/home/rl3155/MESD_All/Sadness_F_B_delincuencia.wav,Sadness_F_B_delincuencia.wav,sad,2
224,/home/rl3155/MESD_All/Anger_C_B_amenazador.wav,Anger_C_B_amenazador.wav,angry,2
225,/home/rl3155/MESD_All/Sadness_F_A_hoy.wav,Sadness_F_A_hoy.wav,sad,2
226,/home/rl3155/MESD_All/Neutral_M_B_desierto.wav,Neutral_M_B_desierto.wav,neutral,2
227,/home/rl3155/MESD_All/Sadness_M_B_celda.wav,Sadness_M_B_celda.wav,sad,2
228,/home/rl3155/MESD_All/Sadness_M_B_llanto.wav,Sadness_M_B_llanto.wav,sad,2
229,/home/rl3155/MESD_All/Disgust_C_B_irrespetuoso.wav,Disgust_C_B_irrespetuoso.wav,disgust,2
230,/home/rl3155/MESD_All/Neutral_F_A_hola.wav,Neutral_F_A_hola.wav,neutral,2
231,/home/rl3155/MESD_All/Fear_M_A_de_nada.wav,Fear_M_A_de_nada.wav,fear,2
232,/home/rl3155/MESD_All/Anger_C_A_pronto.wav,Anger_C_A_pronto.wav,angry,2
233,/home/rl3155/MESD_All/Fear_M_A_adios.wav,Fear_M_A_adios.wav,fear,2
234,/home/rl3155/MESD_All/Neutral_F_A_lento.wav,Neutral_F_A_lento.wav,neutral,2
235,/home/rl3155/MESD_All/Happiness_C_A_por_favor.wav,Happiness_C_A_por_favor.wav,happy,2
236,/home/rl3155/MESD_All/Fear_C_B_disputa.wav,Fear_C_B_disputa.wav,fear,2
237,/home/rl3155/MESD_All/Sadness_C_A_tarde.wav,Sadness_C_A_tarde.wav,sad,2
238,/home/rl3155/MESD_All/Fear_C_B_explosion.wav,Fear_C_B_explosion.wav,fear,2
239,/home/rl3155/MESD_All/Disgust_M_B_delincuencia.wav,Disgust_M_B_delincuencia.wav,disgust,2
240,/home/rl3155/MESD_All/Happiness_M_B_fresco.wav,Happiness_M_B_fresco.wav,happy,2
241,/home/rl3155/MESD_All/Disgust_C_B_atasco.wav,Disgust_C_B_atasco.wav,disgust,2
242,/home/rl3155/MESD_All/Happiness_F_A_hola.wav,Happiness_F_A_hola.wav,happy,2
243,/home/rl3155/MESD_All/Happiness_F_B_siesta.wav,Happiness_F_B_siesta.wav,happy,2
244,/home/rl3155/MESD_All/Fear_F_B_dificultad.wav,Fear_F_B_dificultad.wav,fear,2
245,/home/rl3155/MESD_All/Disgust_C_A_dentro.wav,Disgust_C_A_dentro.wav,disgust,2
246,/home/rl3155/MESD_All/Sadness_C_B_catastrofe.wav,Sadness_C_B_catastrofe.wav,sad,2
247,/home/rl3155/MESD_All/Happiness_F_A_ayer.wav,Happiness_F_A_ayer.wav,happy,2
248,/home/rl3155/MESD_All/Anger_C_A_delante.wav,Anger_C_A_delante.wav,angry,2
249,/home/rl3155/MESD_All/Fear_M_B_enojo.wav,Fear_M_B_enojo.wav,fear,2
250,/home/rl3155/MESD_All/Happiness_C_A_derecha.wav,Happiness_C_A_derecha.wav,happy,2
251,/home/rl3155/MESD_All/Anger_C_A_derecha.wav,Anger_C_A_derecha.wav,angry,2
252,/home/rl3155/MESD_All/Disgust_M_B_encadenado.wav,Disgust_M_B_encadenado.wav,disgust,2
253,/home/rl3155/MESD_All/Happiness_C_B_celebracion.wav,Happiness_C_B_celebracion.wav,happy,2
254,/home/rl3155/MESD_All/Fear_F_B_desmayo.wav,Fear_F_B_desmayo.wav,fear,2
255,/home/rl3155/MESD_All/Fear_C_A_si.wav,Fear_C_A_si.wav,fear,2
256,/home/rl3155/MESD_All/Fear_F_B_furia.wav,Fear_F_B_furia.wav,fear,2
257,/home/rl3155/MESD_All/Fear_C_B_aguijon.wav,Fear_C_B_aguijon.wav,fear,2
258,/home/rl3155/MESD_All/Fear_F_B_amenazado.wav,Fear_F_B_amenazado.wav,fear,2
259,/home/rl3155/MESD_All/Fear_C_B_humillacion.wav,Fear_C_B_humillacion.wav,fear,2
260,/home/rl3155/MESD_All/Disgust_M_A_arriba.wav,Disgust_M_A_arriba.wav,disgust,2
261,/home/rl3155/MESD_All/Sadness_F_B_desmayo.wav,Sadness_F_B_desmayo.wav,sad,2
262,/home/rl3155/MESD_All/Disgust_M_A_pronto.wav,Disgust_M_A_pronto.wav,disgust,2
263,/home/rl3155/MESD_All/Neutral_M_A_fuera.wav,Neutral_M_A_fuera.wav,neutral,2
